"Lat.rounded","Lon.rounded","MeanTemp","Precip","PrecipSeasonality","MeanDiurnalRange","Isothermality","TempSeasonality","TempAnnualRange","NDVImax","NDVIsum","EVImax","NDWImin","SWIRaug","BulkDens","pH","CStock","CDensity","Sand","Silt","Clay","Permafrost","site","Type","2022 list","Our List","ADDED","edited","Site_ID","Latitude","Longitude","Country","Contact","Contact_Email","Data_Availability","Reference","Reference_Short","Additional_Information","Anemometer","Gas_Analyser","Power","Ecosystem","GHG","Complementary_Measurements","Start_CO2","End_CO2","Start_CH4","End_CH4","Start_N2O","End_N2O","Season_Activity","Terrestrial","Aquatic","ignore","active","methane","Ext_Type","State","Population","x","y","pc1","pc2","pc3","pc4","site_name","dataset","flux_method","latitude","longitude","num.months","num.years","start_year","end_year","Flux","co2.yearround","ch4.yearround"
47.28,-71.15,0.258333384990692,1588,12.9404230117798,10.716667175293,24.9805736541748,1144.01171875,42.9000015258789,0.0438599996268749,0.586511373519897,7.05057001113892,0.835330009460449,0.494619995355606,1.24447500705719,4.9850001335144,374,253.774993896484,60.2750015258789,29.6000003814697,10.3249998092651,0,"Montmorency Forest sapling","EC_Tower",NA,NA,"Yes","no","",47.284458,-71.151867,"Canada","Daniel Nadeu",NA,NA,NA,NA,NA,NA,NA,NA,"forest","CO2",NA,2015,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-4599485.27951093,-1570105.47245538,-5.59086903539942,-2.03478698642724,-0.276970276763989,-1.83334048140323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.29,-71.17,-0.112500071525574,1608,13.2093000411987,10.6750001907349,24.8834495544434,1148.66552734375,42.9000015258789,0.0439499989151955,0.570854783058167,6.56190013885498,0.831129968166351,0.494590014219284,1.23712503910065,4.86250019073486,430,316.674987792969,61.75,28.25,10.5749998092651,0,"Montmorency Forest juvenile","EC_Tower",NA,NA,"Yes","no","",47.28945,-71.16792,"Canada","Daniel Nadeu",NA,NA,NA,NA,NA,NA,NA,NA,"forest","CO2",NA,2015,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-4599336.04031079,-1568615.86877226,-5.44194911305632,-2.27083059682056,-0.049885972944685,-2.08893538940623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.22,-82.16,1.29583334922791,737,29.15598487854,12.7250003814697,26.8459911346436,1228.99157714844,47.4000015258789,0.0438200011849403,0.419408679008484,7.45090007781982,0.853870034217834,0.512929975986481,1.22484993934631,5.57000017166138,321,179.824996948242,55.2999992370605,27.3250007629395,17.4500007629395,0,"Groundhog River","EC_Tower","Groundhog River","Groundhog River","No","no","CA-Gro",48.2173,-82.1555,"Canada","Harry McCaughey","mccaughe@queensu.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-Gro","McCaughey, J. H., Pejam, M. R., Arain, M. A., & Cameron, D. A. (2006). Carbon dioxide and energy fluxes from a boreal mixedwood forest ecosystem in Ontario, Canada. Agr. Forest Meteorol., 140(1-4), 79-96. doi:10.1016/j.agrformet.2006.08.010","McCaughey et al. (2006), https://doi.org/10.1016/j.agrformet.2006.08.010","https://ameriflux.lbl.gov/sites/siteinfo/CA-Gro, http://dx.doi.org/10.17190/AMF/1245996","CSAT-3","LI-7500",NA,"forest","CO2",NA,2003,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-4699767.31914285,-647507.106627233,-4.27761172248606,0.121692068547085,-1.10486159294716,-0.63346777259745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.26,-58.67,3.86666679382324,1484,14.8827037811279,7.71666669845581,24.1145820617676,848.405822753906,32,0.0681499987840652,0.354986608028412,6.10842990875244,0.79050999879837,0.5278599858284,1.31235003471375,4.9524998664856,289,164.625,55.4000015258789,30.0249996185303,14.9250001907349,0,"Robinsons_Peatland_Pasture_NL","EC_Tower","Robinsons_Peatland_Pasture_NL","Robinsons_Peatland_Pasture_NL","No","no","CA-RPp",48.2632,-58.667,"Canada","Jianghua Wu","jwu@grenfell.mun.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:CA-RPp","Wang, M., Wu, J., Luan, J., Lafleur, P., Chen, H., et al. (2017) Near-zero methane emission from an abandoned boreal peatland pasture based on eddy covariance measurements. PLOS ONE 12(12): e0189692. https://doi.org/10.1371/journal.pone.0189692","Wang et al. (2017), https://doi.org/10.1371/journal.pone.0189692","https://ameriflux.lbl.gov/sites/siteinfo/CA-RPP","Gill WindMaster","LI-7200, LI-7700","solar","shrubland","CO2,CH4",NA,2014,2024,2014,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","methane",NA,NA,NA,-4047414.53496571,-2464060.63901379,-5.20477469765808,-2.98928130677731,-0.794072705887902,0.273901332239205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.26,-58.66,3.875,1484,14.8748416900635,7.73333358764648,24.1666660308838,849.966613769531,32,0.0681499987840652,0.354986608028412,6.10842990875244,0.79050999879837,0.5278599858284,1.3249499797821,5.07250022888184,322,180.975006103516,54.7249984741211,30.7250003814697,14.8999996185303,0,"Robinsons_Natural_Bog_NL","EC_Tower","Robinsons_Natural_Bog_NL","Robinsons_Natural_Bog_NL","No","no","CA-RPn",48.2604,-58.6632,"Canada","Jianghua Wu","jwu@grenfell.mun.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:CA-RPn","Wang, M., Wu, J., Lafleur, P. M., Luan, J., Chen, H., & Zhu, X. (2018). Temporal shifts in controls over methane emissions from a boreal bog. Agricultural and Forest Meteorology, 262, 120-134. https://doi.org/10.1016/j.agrformet.2018.07.002","Wang et al. (2018), https://doi.org/10.1016/j.agrformet.2018.07.002","https://ameriflux.lbl.gov/sites/siteinfo/CA-RPN","Gill WindMaster","LI-7200, LI-7700","solar","wetland","CO2,CH4",NA,2014,2024,2014,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","methane",NA,NA,NA,-4047547.32676898,-2464509.43563343,-5.12832586390887,-2.91388278447011,-0.718322312906366,0.421727885137008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.27,106.85,-1.18333327770233,298,112.20142364502,14.2333335876465,26.358024597168,1519.70446777344,54,0.131239995360374,-0.0809770599007607,3.96727991104126,0.704110026359558,0.50042998790741,1.31677508354187,7.4524998664856,243,218.300003051758,48.6500015258789,32.9000015258789,18.5750007629395,0.341260761022568,"Udleg Forest Research Station","EC_Tower",NA,NA,"Yes","yes, added","MN-Udg",48.2733,106.8508,"Mongolia","Shin Miyazaki","miyashin@iis.u-tokyo.ac.jp","unknown","unknown","https://doi.org/10.1016/j.polar.2013.12.004","","81000, RM Young","LI-7500","unknown","forest","CO2","unknown",2022,2024,NA,NA,NA,NA,"All year",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,4533822.5847643,1373229.15162036,0.913973824317232,2.33604847850916,-3.52504612728002,1.71261440103883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50.9,-63.41,-0.404166668653488,1043,24.208854675293,9.27499961853027,22.7886981964111,1100.06909179688,40.6999969482422,0.0472300015389919,0.44742077589035,6.59521007537842,0.776139974594116,0.350059986114502,1.19027507305145,5.16499996185303,433,204.649993896484,63.625,28.125,8.32499980926514,0,"La Romaine Hydroelectrix Complex - Boreal forest","EC_Tower",NA,"La Romaine Hydroelectrix Complex - Boreal forest","No","no","",50.9021,-63.4051,"Canada","Daniel Nadeau","Daniel.nadeau@gci.ulaval.ca",NA,NA,NA,NA,"CSAT-3","LI-7500 (10/2018-10/2022), IRGASON (since 11/2022), LI-7700 (since 06/2021)",NA,"forest","CO2,CH4","net radiation, temperature, soil temperature, snow depth",2018,2024,2021,NA,NA,NA,"All year",TRUE,FALSE,"no","active","methane",NA,NA,NA,-3947262.63734241,-1976202.44723461,-3.89238964776334,-2.52566401272218,-0.730360650273482,-1.63389262242911,"Bernard spruce-moss valley","Terrestrial","EC",50.9020996,-63.4051018,63,7,"2018","2024","CO2 and CH4","Y","Y"
51.59,-81.77,-0.92083328962326,648,45.6030616760254,11.8249998092651,23.1862754821777,1378.95947265625,51,0.0628700032830238,0.344921708106995,4.11434984207153,0.668489992618561,0.331259995698929,1.08415007591248,4.9850001335144,2274,535.474975585938,48.0999984741211,29.5750007629395,23.5,0.0559774041175842,"Kinoje Lake","EC_Tower","Kinoje Lake","Kinoje Lake","No","yes","CA-KLP",51.5902,-81.7686,"Canada","Elyn Humphreys, Aaron Todd","elyn.humphreys@carleton.ca, aaron.todd@ontario.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-KLP","Humphreys, E. R., Charron, C., Brown, M., & Jones, R. (2014). Two Bogs in the Canadian Hudson Bay Lowlands and a Temperate Bog Reveal Similar Annual Net Ecosystem Exchange of CO2. Arctic, Antarctic, and Alpine Research, 46(1), 103-113. doi:10.1657/1938-4246.46.1.103","Humphreys et al. (2014), https://doi.org/10.1657/1938-4246.46.1.103","https://ameriflux.lbl.gov/sites/siteinfo/CA-KLP","Gill HS-50","LI-7200",NA,"wetland","CO2",NA,2009,2024,NA,NA,NA,NA,"All year",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-4286042.79535799,-620026.061825371,-1.11748947447633,-0.275069478513755,3.09803489861651,-1.3323115524662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52.7,-83.96,-1.96666646003723,620,45.1021270751953,11.8833332061768,23.1193256378174,1404.08544921875,51.4000015258789,0.0568500012159348,0.356344193220139,4.6274299621582,0.745999991893768,0.383240014314651,0.929974973201752,5.23000001907349,1233,347.75,50.4249992370605,28.2250003814697,21.8999996185303,0.155951246619225,"Attawapiskat River Fen","EC_Tower","Attawapiskat River Fen","Attawapiskat River Fen","No","yes","CA-ARF",52.7008,-83.955,"Canada","Elyn Humphreys, Aaron Todd","elyn.humphreys@carleton.ca, aaron.todd@ontario.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-ARF",NA,NA,"https://ameriflux.lbl.gov/sites/siteinfo/CA-ARF",NA,NA,NA,"wetland","CO2,CH4",NA,2010,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","methane",NA,NA,NA,-4172995.83715221,-441913.479549971,-1.59261967614562,-0.00195197782474486,1.41424417873223,-1.24601601718292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52.7,-83.95,-1.96249973773956,626,44.6743698120117,11.875,23.1481475830078,1403.47473144531,51.3000030517578,0.0694300010800362,0.367788732051849,4.08538007736206,0.665160000324249,0.365109980106354,0.954525053501129,5.23999977111816,1369,350.100006103516,47.6500015258789,28.3250007629395,24.4750003814697,0.111871622502804,"Attawapiskat River Bog","EC_Tower","Attawapiskat River Bog","Attawapiskat River Bog","No","yes","CA-ARB",52.695,-83.9452,"Canada","Elyn Humphreys, Aaron Todd","elyn.humphreys@carleton.ca, aaron.todd@ontario.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-ARB","Humphreys, E. R., Charron, C., Brown, M., & Jones, R. (2014). Two Bogs in the Canadian Hudson Bay Lowlands and a Temperate Bog Reveal Similar Annual Net Ecosystem Exchange of CO2. Arctic, Antarctic, and Alpine Research, 46(1), 103-113. doi:10.1657/1938-4246.46.1.103","Humphreys et al. (2014), https://doi.org/10.1657/1938-4246.46.1.103","https://ameriflux.lbl.gov/sites/siteinfo/CA-ARB","Gill HS-50","LI-7200","solar","wetland","CO2,CH4",NA,2010,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","methane",NA,NA,NA,-4173615.57121426,-442700.991741474,-1.21264025998749,-0.0510472847264593,1.52885684313682,-0.916084131501771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53.63,-106.2,0.599999904632568,470,57.3335266113281,11.8333330154419,25.7806835174561,1265.69604492188,45.9000015258789,0.0535300001502037,0.0655342042446136,5.85563993453979,0.868369996547699,0.577269971370697,1.36417508125305,6.32999992370605,144,114.300003051758,47.9249992370605,30.9500007629395,21.125,0,"Southern Old Aspen (BERMS)","EC_Tower","Southern Old Aspen (BERMS)","Southern Old Aspen (BERMS)","No","no","CA-OAS",53.629,-106.2,"Canada","Alan Barr","alb831@mail.usask.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-Oas","Barr, A. G., Black, T. A., Hogg, E. H., Griffis, T. J., Morgenstern, K., Kljun, N., . . . Nesic, Z. (2007). Climatic controls on the carbon and water balances of a boreal aspen forest, 1994-2003. Glob. Change Biol., 13(3), 561-576. doi:10.1111/j.1365-2486.2006.01220.x","Barr et al. (2007), https://doi.org/10.1111/j.1365-2486.2006.01220.x","https://ameriflux.lbl.gov/sites/siteinfo/CA-Oas","Gill R2, Gill R3","LI-6262",NA,"forest","CO2",NA,1996,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-3922526.36662255,1139599.25574292,-2.54981357053898,1.28115974042022,-2.39440648550458,1.47329264816146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53.88,-104.65,-0.170833379030228,473,61.2131576538086,11.7416667938232,23.8651752471924,1354.57043457031,49.2000007629395,0.0688399970531464,0.302272379398346,6.39669990539551,0.7014200091362,0.313279986381531,1.33657491207123,6.21500015258789,201,100.400001525879,69.5250015258789,17.25,13.3500003814697,0,"Saskatchewan - Western Boreal, Jack Pine forest harvested in 1975 (BOREAS Young Jack Pine)","EC_Tower","Saskatchewan - Western Boreal, Jack Pine forest harvested in 1975 (BOREAS Young Jack Pine)","Saskatchewan - Western Boreal, Jack Pine forest harvested in 1975 (BOREAS Young Jack Pine)","No","no","CA-SJ3",53.8758,-104.6453,"Canada","Alan Barr","alb831@mail.usask.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:CA-SJ3",NA,NA,"https://ameriflux.lbl.gov/sites/siteinfo/CA-SJ3",NA,NA,NA,"forest","CO2",NA,2004,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-3923382.39570275,1025277.67758451,-2.04282247136223,-0.896919972812314,-3.62222195823952,-1.49022069376447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53.91,-104.66,-0.250000178813934,476,60.3093566894531,11.8166666030884,24.017614364624,1354.14855957031,49.2000007629395,0.0625400021672249,0.334988325834274,6.12660980224609,0.743550002574921,0.343809992074966,1.31852507591248,6.09499979019165,244,93.0999984741211,73.1750030517578,14.6999998092651,12.2250003814697,0.0309821665287018,"Saskatchewan - Western Boreal, Jack Pine forest harvested in 1994","EC_Tower","Saskatchewan - Western Boreal, Jack Pine forest harvested in 1994","Saskatchewan - Western Boreal, Jack Pine forest harvested in 1994","No","no","CA-SJ1",53.908,-104.656,"Canada","Alan Barr","alb831@mail.usask.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-SJ1",NA,NA,"https://ameriflux.lbl.gov/sites/siteinfo/CA-SJ1",NA,NA,NA,"forest","CO2",NA,2001,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-3919460.0167606,1025034.64644912,-2.33130619301599,-1.08685404156007,-3.58221288589576,-2.05418820931887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53.92,-104.69,-0.32916659116745,473,61.8012886047363,11.7749996185303,24.0306129455566,1348.52685546875,49,0.063230000436306,0.319694936275482,6.68894004821777,0.750919997692108,0.337410002946854,1.32419991493225,6.16249990463257,287,126.599998474121,72.125,16.1000003814697,12.2250003814697,0.000293169025098905,"Saskatchewan - Western Boreal, Mature Jack Pine","EC_Tower","Saskatchewan - Western Boreal, Mature Jack Pine","Saskatchewan - Western Boreal, Mature Jack Pine","No","no","CA-Ojp",53.9163,-104.692,"Canada","Andrew T. Black","andrew.black@ubc.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:CA-Ojp",NA,NA,"https://ameriflux.lbl.gov/sites/siteinfo/CA-OJP",NA,NA,NA,"forest","CO2",NA,1999,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-3917853.78423275,1027245.03542524,-2.3275755517464,-0.946147900848744,-3.39688421589815,-1.85579715362748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
